danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name
0.549,0.961,7,-3.919,1,0.0824,7.12e-5,7.64e-5,0.45,0.497,107.011,audio_features,3C1LTvobGXJdjHCKtF5CKC,spotify:track:3C1LTvobGXJdjHCKtF5CKC,https://api.spotify.com/v1/tracks/3C1LTvobGXJdjHCKtF5CKC,https://api.spotify.com/v1/audio-analysis/3C1LTvobGXJdjHCKtF5CKC,175013,4,One Reason
0.387,0.985,0,-3.829,1,0.153,9.21e-6,3.05e-5,0.0807,0.229,178.044,audio_features,7eEd5w01fhPWvC7YMNBkAR,spotify:track:7eEd5w01fhPWvC7YMNBkAR,https://api.spotify.com/v1/tracks/7eEd5w01fhPWvC7YMNBkAR,https://api.spotify.com/v1/audio-analysis/7eEd5w01fhPWvC7YMNBkAR,184613,4,Faith And Hope
0.432,0.972,0,-4.627,1,0.156,4.84e-6,0.0059,0.138,0.421,159.999,audio_features,3sqkvjp1FZ6zJj7p1hYuEE,spotify:track:3sqkvjp1FZ6zJj7p1hYuEE,https://api.spotify.com/v1/tracks/3sqkvjp1FZ6zJj7p1hYuEE,https://api.spotify.com/v1/audio-analysis/3sqkvjp1FZ6zJj7p1hYuEE,158920,4,Something To Live For
0.408,0.98,1,-3.872,1,0.112,1.84e-5,1e-5,0.267,0.511,177.991,audio_features,1scgxhFWFQKXnq1H0mcPBn,spotify:track:1scgxhFWFQKXnq1H0mcPBn,https://api.spotify.com/v1/tracks/1scgxhFWFQKXnq1H0mcPBn,https://api.spotify.com/v1/audio-analysis/1scgxhFWFQKXnq1H0mcPBn,168760,4,All We Need
0.461,0.974,0,-4.652,1,0.109,1.46e-4,7.05e-4,0.621,0.379,159.965,audio_features,4kStjqFZnRNsGbt6JZhp3q,spotify:track:4kStjqFZnRNsGbt6JZhp3q,https://api.spotify.com/v1/tracks/4kStjqFZnRNsGbt6JZhp3q,https://api.spotify.com/v1/audio-analysis/4kStjqFZnRNsGbt6JZhp3q,188253,4,The Western World
0.349,0.961,0,-4.384,1,0.107,4.62e-5,7.77e-5,0.246,0.62,193.931,audio_features,0IpWaHx11FdH1BdMdtTavk,spotify:track:0IpWaHx11FdH1BdMdtTavk,https://api.spotify.com/v1/tracks/0IpWaHx11FdH1BdMdtTavk,https://api.spotify.com/v1/audio-analysis/0IpWaHx11FdH1BdMdtTavk,162667,4,We'll Never Know
0.444,0.888,6,-4.571,0,0.0937,3.66e-5,1.95e-6,0.481,0.55,172.862,audio_features,1Es3KE4RV8chbMXvakimAR,spotify:track:1Es3KE4RV8chbMXvakimAR,https://api.spotify.com/v1/tracks/1Es3KE4RV8chbMXvakimAR,https://api.spotify.com/v1/audio-analysis/1Es3KE4RV8chbMXvakimAR,181453,4,Confusion
0.389,0.984,1,-4.403,1,0.115,1.51e-5,0.692,0.193,0.739,173.982,audio_features,6D1Fu1lGYHDyhokk254paN,spotify:track:6D1Fu1lGYHDyhokk254paN,https://api.spotify.com/v1/tracks/6D1Fu1lGYHDyhokk254paN,https://api.spotify.com/v1/audio-analysis/6D1Fu1lGYHDyhokk254paN,177640,4,Nothing To Lose
0.35,0.934,10,-4.887,0,0.122,1.41e-6,5.54e-4,0.135,0.654,183.002,audio_features,0Eo1xHYmttDS9qC4aAbwhS,spotify:track:0Eo1xHYmttDS9qC4aAbwhS,https://api.spotify.com/v1/tracks/0Eo1xHYmttDS9qC4aAbwhS,https://api.spotify.com/v1/audio-analysis/0Eo1xHYmttDS9qC4aAbwhS,158507,4,It's Not Enough To Believe
0.2,0.972,4,-4.709,0,0.159,1.08e-5,6.99e-5,0.173,0.408,179.325,audio_features,4QTzs3fDU3ZwYqS5rDNlld,spotify:track:4QTzs3fDU3ZwYqS5rDNlld,https://api.spotify.com/v1/tracks/4QTzs3fDU3ZwYqS5rDNlld,https://api.spotify.com/v1/audio-analysis/4QTzs3fDU3ZwYqS5rDNlld,172133,4,You Get The Life You Chose
0.489,0.972,1,-3.669,0,0.0656,8.31e-5,4.76e-5,0.195,0.555,158.171,audio_features,4MC7sCnS8nsk37BbBUdt4U,spotify:track:4MC7sCnS8nsk37BbBUdt4U,https://api.spotify.com/v1/tracks/4MC7sCnS8nsk37BbBUdt4U,https://api.spotify.com/v1/audio-analysis/4MC7sCnS8nsk37BbBUdt4U,199867,4,Affliction
0.443,0.961,0,-4.261,1,0.0974,8.19e-6,2.95e-5,0.24,0.619,159.959,audio_features,5ACNniIZRuvfvrAVzFoHE7,spotify:track:5ACNniIZRuvfvrAVzFoHE7,https://api.spotify.com/v1/tracks/5ACNniIZRuvfvrAVzFoHE7,https://api.spotify.com/v1/audio-analysis/5ACNniIZRuvfvrAVzFoHE7,124133,4,"Brag, Exaggerate & Lie"
0.447,0.973,7,-4.592,1,0.0998,3.68e-5,1.52e-4,0.0983,0.364,170.012,audio_features,5lsMZB2jxWw8TOmOSV0GTE,spotify:track:5lsMZB2jxWw8TOmOSV0GTE,https://api.spotify.com/v1/tracks/5lsMZB2jxWw8TOmOSV0GTE,https://api.spotify.com/v1/audio-analysis/5lsMZB2jxWw8TOmOSV0GTE,224240,4,Die For You
0.405,0.975,1,-4.633,1,0.1,2.12e-5,3.37e-4,0.0573,0.449,184.96,audio_features,0cBJ1nxAxGKHsOkOETsCdQ,spotify:track:0cBJ1nxAxGKHsOkOETsCdQ,https://api.spotify.com/v1/tracks/0cBJ1nxAxGKHsOkOETsCdQ,https://api.spotify.com/v1/audio-analysis/0cBJ1nxAxGKHsOkOETsCdQ,198000,4,Just One More Day
0.245,0.957,5,-4.082,0,0.0611,0.00242,0.155,0.083,0.441,171.988,audio_features,6DI235reJphp2Sgi72yan1,spotify:track:6DI235reJphp2Sgi72yan1,https://api.spotify.com/v1/tracks/6DI235reJphp2Sgi72yan1,https://api.spotify.com/v1/audio-analysis/6DI235reJphp2Sgi72yan1,239742,4,Tellin' Lies
0.536,0.83,0,-4.554,1,0.0342,6.14e-5,3.8e-5,0.132,0.467,126.039,audio_features,7IFNJ9Cftxk1wKcCIbTodP,spotify:track:7IFNJ9Cftxk1wKcCIbTodP,https://api.spotify.com/v1/tracks/7IFNJ9Cftxk1wKcCIbTodP,https://api.spotify.com/v1/audio-analysis/7IFNJ9Cftxk1wKcCIbTodP,195188,4,Thick as Thieves
0.373,0.886,1,-5.138,1,0.0402,4.04e-4,0.0663,0.252,0.328,164.137,audio_features,61cKoNyxgq4coMLGL2ii4A,spotify:track:61cKoNyxgq4coMLGL2ii4A,https://api.spotify.com/v1/tracks/61cKoNyxgq4coMLGL2ii4A,https://api.spotify.com/v1/audio-analysis/61cKoNyxgq4coMLGL2ii4A,217182,4,Lookers
0.564,0.898,3,-4.491,1,0.0286,9.31e-4,0.00475,0.178,0.64,135.462,audio_features,4OoLYFa1ljARYV6PLvudMG,spotify:track:4OoLYFa1ljARYV6PLvudMG,https://api.spotify.com/v1/tracks/4OoLYFa1ljARYV6PLvudMG,https://api.spotify.com/v1/audio-analysis/4OoLYFa1ljARYV6PLvudMG,207209,4,Midwestern States
0.475,0.954,8,-3.486,1,0.0435,3.37e-4,1.75e-6,0.0889,0.939,149.003,audio_features,2gAVbq81AfZn1I9rKOLQja,spotify:track:2gAVbq81AfZn1I9rKOLQja,https://api.spotify.com/v1/tracks/2gAVbq81AfZn1I9rKOLQja,https://api.spotify.com/v1/audio-analysis/2gAVbq81AfZn1I9rKOLQja,151649,4,Charlie's Army
0.43,0.939,1,-3.785,1,0.0333,1.9e-5,0.0553,0.332,0.792,153.496,audio_features,31EwUXFKyC091Nq85dkSDF,spotify:track:31EwUXFKyC091Nq85dkSDF,https://api.spotify.com/v1/tracks/31EwUXFKyC091Nq85dkSDF,https://api.spotify.com/v1/audio-analysis/31EwUXFKyC091Nq85dkSDF,217969,4,House on Fire
0.61,0.393,0,-10.86,1,0.0283,0.0523,0.0115,0.105,0.243,142.52,audio_features,1xzgrreI6asU8VVp66e6Uc,spotify:track:1xzgrreI6asU8VVp66e6Uc,https://api.spotify.com/v1/tracks/1xzgrreI6asU8VVp66e6Uc,https://api.spotify.com/v1/audio-analysis/1xzgrreI6asU8VVp66e6Uc,172904,3,Black Mass
0.466,0.93,8,-4.01,1,0.0339,4.79e-5,0.161,0.0979,0.748,155.991,audio_features,0gtajT3YF4Og0kM98Mmm1N,spotify:track:0gtajT3YF4Og0kM98Mmm1N,https://api.spotify.com/v1/tracks/0gtajT3YF4Og0kM98Mmm1N,https://api.spotify.com/v1/audio-analysis/0gtajT3YF4Og0kM98Mmm1N,200301,4,Boy Blue
0.398,0.968,1,-4.282,1,0.035,2.16e-5,0.00569,0.105,0.791,156.427,audio_features,2cABtHp3hOF7u3uroljp5m,spotify:track:2cABtHp3hOF7u3uroljp5m,https://api.spotify.com/v1/tracks/2cABtHp3hOF7u3uroljp5m,https://api.spotify.com/v1/audio-analysis/2cABtHp3hOF7u3uroljp5m,234546,4,Your Wild Years
0.566,0.83,5,-5.169,1,0.0283,1.94e-4,0.00682,0.103,0.489,103.53,audio_features,6Q6Y4bD9KfeHwIB8ZP5rLu,spotify:track:6Q6Y4bD9KfeHwIB8ZP5rLu,https://api.spotify.com/v1/tracks/6Q6Y4bD9KfeHwIB8ZP5rLu,https://api.spotify.com/v1/audio-analysis/6Q6Y4bD9KfeHwIB8ZP5rLu,251359,3,The Bars
0.209,0.962,1,-4.435,1,0.0482,2.69e-4,6.97e-5,0.15,0.351,184.267,audio_features,3cnD0uH9C0AY4oxmb84gpc,spotify:track:3cnD0uH9C0AY4oxmb84gpc,https://api.spotify.com/v1/tracks/3cnD0uH9C0AY4oxmb84gpc,https://api.spotify.com/v1/audio-analysis/3cnD0uH9C0AY4oxmb84gpc,230323,4,After the Party
0.578,0.806,10,-5.05,0,0.0267,0.00604,2.62e-4,0.149,0.552,108.996,audio_features,7L23COFY7qgr2CEkBqO18F,spotify:track:7L23COFY7qgr2CEkBqO18F,https://api.spotify.com/v1/tracks/7L23COFY7qgr2CEkBqO18F,https://api.spotify.com/v1/audio-analysis/7L23COFY7qgr2CEkBqO18F,206135,4,Livin' Ain't Easy
0.331,0.83,2,-4.018,1,0.0633,0.00205,1.59e-6,0.613,0.486,177.909,audio_features,5VEImmqpkQPIyD3tAChiGJ,spotify:track:5VEImmqpkQPIyD3tAChiGJ,https://api.spotify.com/v1/tracks/5VEImmqpkQPIyD3tAChiGJ,https://api.spotify.com/v1/audio-analysis/5VEImmqpkQPIyD3tAChiGJ,115755,4,ProVision L-3
0.422,0.989,5,-3.404,0,0.111,1.79e-4,4.56e-4,0.476,0.377,169.782,audio_features,3jHjsNgG1UIlS89vzB1rEt,spotify:track:3jHjsNgG1UIlS89vzB1rEt,https://api.spotify.com/v1/tracks/3jHjsNgG1UIlS89vzB1rEt,https://api.spotify.com/v1/audio-analysis/3jHjsNgG1UIlS89vzB1rEt,176640,4,12:03
0.512,0.918,8,-2.846,1,0.04,0.0023,0,0.215,0.497,128.08,audio_features,4RzjMVsoyIkPM2lMP7pSqI,spotify:track:4RzjMVsoyIkPM2lMP7pSqI,https://api.spotify.com/v1/tracks/4RzjMVsoyIkPM2lMP7pSqI,https://api.spotify.com/v1/audio-analysis/4RzjMVsoyIkPM2lMP7pSqI,235330,4,Boyfriend
0.672,0.907,2,-2.965,1,0.0324,0.0124,7.13e-4,0.111,0.879,149.974,audio_features,3iEV3zaCYBptZuziV6txRL,spotify:track:3iEV3zaCYBptZuziV6txRL,https://api.spotify.com/v1/tracks/3iEV3zaCYBptZuziV6txRL,https://api.spotify.com/v1/audio-analysis/3iEV3zaCYBptZuziV6txRL,155203,4,Crash
0.697,0.866,4,-4.67,0,0.0291,0.0299,0.00236,0.162,0.814,127.009,audio_features,1GcO82tV4jo6V2jpRT7G9n,spotify:track:1GcO82tV4jo6V2jpRT7G9n,https://api.spotify.com/v1/tracks/1GcO82tV4jo6V2jpRT7G9n,https://api.spotify.com/v1/audio-analysis/1GcO82tV4jo6V2jpRT7G9n,257789,4,"Delicate, Petite & Other Things I'll Never Be"
0.601,0.889,0,-4.174,1,0.07,8.1e-4,0.00107,0.0811,0.686,140.006,audio_features,5pyHTi1WOBpU2WvRAlpQ0l,spotify:track:5pyHTi1WOBpU2WvRAlpQ0l,https://api.spotify.com/v1/tracks/5pyHTi1WOBpU2WvRAlpQ0l,https://api.spotify.com/v1/audio-analysis/5pyHTi1WOBpU2WvRAlpQ0l,197853,4,333
0.507,0.961,4,-3.165,0,0.0767,0.0035,5.25e-4,0.403,0.669,128.047,audio_features,3dvNJJ5eiiZu5zmO26yAJM,spotify:track:3dvNJJ5eiiZu5zmO26yAJM,https://api.spotify.com/v1/tracks/3dvNJJ5eiiZu5zmO26yAJM,https://api.spotify.com/v1/audio-analysis/3dvNJJ5eiiZu5zmO26yAJM,145036,4,"Haunting, Haunted, Haunts"
0.61,0.85,4,-4.006,1,0.0341,6.05e-4,2.59e-5,0.147,0.845,142.962,audio_features,0TJ27eoayy3FO0p8EWt0Uj,spotify:track:0TJ27eoayy3FO0p8EWt0Uj,https://api.spotify.com/v1/tracks/0TJ27eoayy3FO0p8EWt0Uj,https://api.spotify.com/v1/audio-analysis/0TJ27eoayy3FO0p8EWt0Uj,248936,4,Dead Rats
0.491,0.975,2,-1.927,1,0.0571,0.0107,0,0.268,0.803,92.039,audio_features,0SW4itgCCZig5oIHIknv9l,spotify:track:0SW4itgCCZig5oIHIknv9l,https://api.spotify.com/v1/tracks/0SW4itgCCZig5oIHIknv9l,https://api.spotify.com/v1/audio-analysis/0SW4itgCCZig5oIHIknv9l,158057,4,Rebecca
0.438,0.935,4,-2.736,0,0.0886,0.00388,0,0.445,0.632,159.972,audio_features,4pFQnJsPUcfCL8yUvLL6od,spotify:track:4pFQnJsPUcfCL8yUvLL6od,https://api.spotify.com/v1/tracks/4pFQnJsPUcfCL8yUvLL6od,https://api.spotify.com/v1/audio-analysis/4pFQnJsPUcfCL8yUvLL6od,187583,4,Norse Truth
0.587,0.953,5,-3.318,1,0.038,0.0012,2.05e-5,0.0376,0.895,123.995,audio_features,5OSSF8dG4oNOmBxa4hplWk,spotify:track:5OSSF8dG4oNOmBxa4hplWk,https://api.spotify.com/v1/tracks/5OSSF8dG4oNOmBxa4hplWk,https://api.spotify.com/v1/audio-analysis/5OSSF8dG4oNOmBxa4hplWk,217802,4,Suicide Bomber
0.661,0.831,9,-4.569,1,0.0276,3.17e-4,6.2e-5,0.0651,0.478,120.062,audio_features,6SQdHpBrpdM6e8adOsLAi9,spotify:track:6SQdHpBrpdM6e8adOsLAi9,https://api.spotify.com/v1/tracks/6SQdHpBrpdM6e8adOsLAi9,https://api.spotify.com/v1/audio-analysis/6SQdHpBrpdM6e8adOsLAi9,216079,4,All This (And More)
0.705,0.747,1,-4.542,1,0.0483,3.61e-4,0,0.311,0.29,129.972,audio_features,5oeKoJMi9g6GXEbtz1ta0f,spotify:track:5oeKoJMi9g6GXEbtz1ta0f,https://api.spotify.com/v1/tracks/5oeKoJMi9g6GXEbtz1ta0f,https://api.spotify.com/v1/audio-analysis/5oeKoJMi9g6GXEbtz1ta0f,234773,4,PMW (All I Really Need) (feat. ScHoolboy Q)
0.597,0.427,5,-6.764,0,0.0536,0.18,1.33e-5,0.121,0.0997,120.085,audio_features,787rCZF9i4L1cXGMkdyIk4,spotify:track:787rCZF9i4L1cXGMkdyIk4,https://api.spotify.com/v1/tracks/787rCZF9i4L1cXGMkdyIk4,https://api.spotify.com/v1/audio-analysis/787rCZF9i4L1cXGMkdyIk4,220133,4,LVL
0.483,0.662,2,-9.18,1,0.541,0.136,0,0.796,0.664,85.798,audio_features,6LqJCjqL4hp0xnnlTEohgd,spotify:track:6LqJCjqL4hp0xnnlTEohgd,https://api.spotify.com/v1/tracks/6LqJCjqL4hp0xnnlTEohgd,https://api.spotify.com/v1/audio-analysis/6LqJCjqL4hp0xnnlTEohgd,285640,4,On Me (feat. Kendrick Lamar)
0.423,0.969,5,-4.782,0,0.077,1.93e-4,0.00537,0.0758,0.271,92.48,audio_features,0CDKEvcZFbZO1YTgpZxZno,spotify:track:0CDKEvcZFbZO1YTgpZxZno,https://api.spotify.com/v1/tracks/0CDKEvcZFbZO1YTgpZxZno,https://api.spotify.com/v1/audio-analysis/0CDKEvcZFbZO1YTgpZxZno,142440,4,I Wanna Die in Los Angeles
0.487,0.952,7,-4.505,0,0.142,0.0115,0.102,0.167,0.197,90.027,audio_features,7JUXLFOt488RbAyBPgsOwn,spotify:track:7JUXLFOt488RbAyBPgsOwn,https://api.spotify.com/v1/tracks/7JUXLFOt488RbAyBPgsOwn,https://api.spotify.com/v1/audio-analysis/7JUXLFOt488RbAyBPgsOwn,126200,4,Tune It Out
0.464,0.953,3,-5.519,1,0.0574,0.0131,2.53e-4,0.109,0.374,95.064,audio_features,5Ztr7IUs5wJ0rE84DwxoYc,spotify:track:5Ztr7IUs5wJ0rE84DwxoYc,https://api.spotify.com/v1/tracks/5Ztr7IUs5wJ0rE84DwxoYc,https://api.spotify.com/v1/audio-analysis/5Ztr7IUs5wJ0rE84DwxoYc,266400,4,Comforting the Disturbed and Disturbing the Comfortable
0.629,0.916,7,-11.587,1,0.0455,0.0703,0.818,0.0613,0.691,101.565,audio_features,5VUkxhgdcoprluCvy8G43D,spotify:track:5VUkxhgdcoprluCvy8G43D,https://api.spotify.com/v1/tracks/5VUkxhgdcoprluCvy8G43D,https://api.spotify.com/v1/audio-analysis/5VUkxhgdcoprluCvy8G43D,256720,4,Since Our Last Goodbye
0.529,0.439,0,-8.807,1,0.0288,0.00877,0.545,0.0455,0.601,154.955,audio_features,3JO6xZZuTC3shXxvXV26Jd,spotify:track:3JO6xZZuTC3shXxvXV26Jd,https://api.spotify.com/v1/tracks/3JO6xZZuTC3shXxvXV26Jd,https://api.spotify.com/v1/audio-analysis/3JO6xZZuTC3shXxvXV26Jd,176212,3,Heartaches and Pain
0.715,0.6,5,-7.728,0,0.0264,0.0714,0.00165,0.0876,0.77,86.989,audio_features,7a5xvCgoD8qFEQmO8Jjvtf,spotify:track:7a5xvCgoD8qFEQmO8Jjvtf,https://api.spotify.com/v1/tracks/7a5xvCgoD8qFEQmO8Jjvtf,https://api.spotify.com/v1/audio-analysis/7a5xvCgoD8qFEQmO8Jjvtf,202492,4,The World (Is Going Up in Flames)
0.625,0.679,5,-8.407,1,0.185,0.0483,0.0315,0.396,0.78,168.039,audio_features,3aFlJHz16Oryu9eql7msb2,spotify:track:3aFlJHz16Oryu9eql7msb2,https://api.spotify.com/v1/tracks/3aFlJHz16Oryu9eql7msb2,https://api.spotify.com/v1/audio-analysis/3aFlJHz16Oryu9eql7msb2,228113,4,The Telephone Song
0.695,0.736,5,-8.124,0,0.0424,0.0121,0.00782,0.0858,0.657,109.422,audio_features,234ihgRn0ndSpHMUDEVmoc,spotify:track:234ihgRn0ndSpHMUDEVmoc,https://api.spotify.com/v1/tracks/234ihgRn0ndSpHMUDEVmoc,https://api.spotify.com/v1/audio-analysis/234ihgRn0ndSpHMUDEVmoc,209351,4,Golden Rule
0.645,0.607,5,-7.537,1,0.0279,0.146,0.00882,0.105,0.417,81.064,audio_features,2iToWc9Plttvx5Flr3Wb6n,spotify:track:2iToWc9Plttvx5Flr3Wb6n,https://api.spotify.com/v1/tracks/2iToWc9Plttvx5Flr3Wb6n,https://api.spotify.com/v1/audio-analysis/2iToWc9Plttvx5Flr3Wb6n,234986,4,I Believe in Your Love
0.739,0.839,10,-11.156,1,0.22,0.0129,0.946,0.208,0.198,99.307,audio_features,4C2YNFPWA9cFU5FlY2W124,spotify:track:4C2YNFPWA9cFU5FlY2W124,https://api.spotify.com/v1/tracks/4C2YNFPWA9cFU5FlY2W124,https://api.spotify.com/v1/audio-analysis/4C2YNFPWA9cFU5FlY2W124,62044,4,Trouble in the Land
0.434,0.448,2,-9.185,0,0.0442,0.0588,3.39e-5,0.0674,0.464,159.336,audio_features,2vJqTJdkt0KsGy7qD6TNx2,spotify:track:2vJqTJdkt0KsGy7qD6TNx2,https://api.spotify.com/v1/tracks/2vJqTJdkt0KsGy7qD6TNx2,https://api.spotify.com/v1/audio-analysis/2vJqTJdkt0KsGy7qD6TNx2,327680,3,"Lovin' You, Baby"
0.72,0.759,0,-7.774,1,0.0804,0.0371,0.0228,0.101,0.61,101.317,audio_features,0LHm5xYhzH6ZfmTVJ6LWpR,spotify:track:0LHm5xYhzH6ZfmTVJ6LWpR,https://api.spotify.com/v1/tracks/0LHm5xYhzH6ZfmTVJ6LWpR,https://api.spotify.com/v1/audio-analysis/0LHm5xYhzH6ZfmTVJ6LWpR,172559,4,No Time for Dreaming
0.535,0.566,3,-7.02,1,0.0375,0.355,5.45e-4,0.0999,0.508,84.218,audio_features,2dDR1wNf50GYrWohFnS3Pv,spotify:track:2dDR1wNf50GYrWohFnS3Pv,https://api.spotify.com/v1/tracks/2dDR1wNf50GYrWohFnS3Pv,https://api.spotify.com/v1/audio-analysis/2dDR1wNf50GYrWohFnS3Pv,234799,3,How Long
0.589,0.56,10,-6.838,0,0.0261,0.629,0.00273,0.157,0.736,97.057,audio_features,5IhEbPS8pxqL6HmFc59LK9,spotify:track:5IhEbPS8pxqL6HmFc59LK9,https://api.spotify.com/v1/tracks/5IhEbPS8pxqL6HmFc59LK9,https://api.spotify.com/v1/audio-analysis/5IhEbPS8pxqL6HmFc59LK9,201549,3,In You (I Found a Love)
0.455,0.522,3,-8.107,1,0.0682,0.475,0.051,0.342,0.604,107.077,audio_features,4JRz7F5wNiilelxS6zeSn9,spotify:track:4JRz7F5wNiilelxS6zeSn9,https://api.spotify.com/v1/tracks/4JRz7F5wNiilelxS6zeSn9,https://api.spotify.com/v1/audio-analysis/4JRz7F5wNiilelxS6zeSn9,249847,3,Why Is It So Hard
0.749,0.659,4,-7.617,0,0.0278,0.139,4.47e-4,0.0716,0.93,91.199,audio_features,0PbOwOT7vjiO0NiI8D31XH,spotify:track:0PbOwOT7vjiO0NiI8D31XH,https://api.spotify.com/v1/tracks/0PbOwOT7vjiO0NiI8D31XH,https://api.spotify.com/v1/audio-analysis/0PbOwOT7vjiO0NiI8D31XH,183440,4,Heart of Gold
0.769,0.71,9,-5.223,0,0.0745,0.0884,0.0561,0.0678,0.64,88.788,audio_features,4ml0940tmn92PzmkSb2lwU,spotify:track:4ml0940tmn92PzmkSb2lwU,https://api.spotify.com/v1/tracks/4ml0940tmn92PzmkSb2lwU,https://api.spotify.com/v1/audio-analysis/4ml0940tmn92PzmkSb2lwU,191553,4,Stay Away
0.559,0.905,2,-6.098,0,0.0452,2.33e-5,0.482,0.183,0.287,117.505,audio_features,4oLMIzNiekdMl4eSJElkT9,spotify:track:4oLMIzNiekdMl4eSJElkT9,https://api.spotify.com/v1/tracks/4oLMIzNiekdMl4eSJElkT9,https://api.spotify.com/v1/audio-analysis/4oLMIzNiekdMl4eSJElkT9,224213,4,The Red White and Blues
0.425,0.915,2,-5.807,0,0.0831,4.75e-4,0.00539,0.119,0.525,178.11,audio_features,2HvFUvDshpsv4955ivC6ag,spotify:track:2HvFUvDshpsv4955ivC6ag,https://api.spotify.com/v1/tracks/2HvFUvDshpsv4955ivC6ag,https://api.spotify.com/v1/audio-analysis/2HvFUvDshpsv4955ivC6ag,181453,3,The Bite and Sting
0.338,0.731,3,-7.147,1,0.0438,0.00141,0.121,0.146,0.254,135.379,audio_features,2qiZBgz8rNfulk84oP2mXQ,spotify:track:2qiZBgz8rNfulk84oP2mXQ,https://api.spotify.com/v1/tracks/2qiZBgz8rNfulk84oP2mXQ,https://api.spotify.com/v1/audio-analysis/2qiZBgz8rNfulk84oP2mXQ,169973,4,A Wound and a Scar
0.344,0.942,2,-6.304,1,0.0762,5.05e-5,0.586,0.088,0.152,178.126,audio_features,3p80x3l6t4RV02iH9PzuTg,spotify:track:3p80x3l6t4RV02iH9PzuTg,https://api.spotify.com/v1/tracks/3p80x3l6t4RV02iH9PzuTg,https://api.spotify.com/v1/audio-analysis/3p80x3l6t4RV02iH9PzuTg,171440,4,Home Ain't Never Home
0.216,0.979,9,-5.408,0,0.0717,1.81e-6,0.812,0.231,0.0463,107.448,audio_features,7dDzCdC7MLoiwofSnBdbXJ,spotify:track:7dDzCdC7MLoiwofSnBdbXJ,https://api.spotify.com/v1/tracks/7dDzCdC7MLoiwofSnBdbXJ,https://api.spotify.com/v1/audio-analysis/7dDzCdC7MLoiwofSnBdbXJ,142960,4,Singin' New York Town
0.528,0.901,2,-7.131,0,0.0435,2.85e-4,0.852,0.134,0.536,120.116,audio_features,2Of02XVcHLnC1Z7fsvbXe9,spotify:track:2Of02XVcHLnC1Z7fsvbXe9,https://api.spotify.com/v1/tracks/2Of02XVcHLnC1Z7fsvbXe9,https://api.spotify.com/v1/audio-analysis/2Of02XVcHLnC1Z7fsvbXe9,262387,4,Beggin' in the Slums
0.424,0.748,8,-8.373,1,0.0589,0.00392,0.617,0.414,0.17,135.004,audio_features,32zWIr61exgPdMHbNI7aot,spotify:track:32zWIr61exgPdMHbNI7aot,https://api.spotify.com/v1/tracks/32zWIr61exgPdMHbNI7aot,https://api.spotify.com/v1/audio-analysis/32zWIr61exgPdMHbNI7aot,178648,4,Contrition
0.577,0.988,8,-3.807,1,0.188,0.00361,0,0.271,0.158,92.503,audio_features,0LkU6Jis0Cy8j32QVlGUAK,spotify:track:0LkU6Jis0Cy8j32QVlGUAK,https://api.spotify.com/v1/tracks/0LkU6Jis0Cy8j32QVlGUAK,https://api.spotify.com/v1/audio-analysis/0LkU6Jis0Cy8j32QVlGUAK,151340,4,Unanswered
0.334,0.991,2,-4.078,1,0.0838,0.00126,0,0.821,0.124,104.325,audio_features,63tgz2E6do9cQV3TT7btCI,spotify:track:63tgz2E6do9cQV3TT7btCI,https://api.spotify.com/v1/tracks/63tgz2E6do9cQV3TT7btCI,https://api.spotify.com/v1/audio-analysis/63tgz2E6do9cQV3TT7btCI,174351,4,December 1943
0.415,0.984,2,-4.255,1,0.115,0.00258,0,0.398,0.189,179.996,audio_features,4fG0O1WKPFdaJLd02pNiW6,spotify:track:4fG0O1WKPFdaJLd02pNiW6,https://api.spotify.com/v1/tracks/4fG0O1WKPFdaJLd02pNiW6,https://api.spotify.com/v1/audio-analysis/4fG0O1WKPFdaJLd02pNiW6,121057,4,Spared In Hell
0.552,0.97,2,-5.056,1,0.0589,5.64e-4,0,0.113,0.181,130.027,audio_features,35WPTCViejf701GNcUCgNz,spotify:track:35WPTCViejf701GNcUCgNz,https://api.spotify.com/v1/tracks/35WPTCViejf701GNcUCgNz,https://api.spotify.com/v1/audio-analysis/35WPTCViejf701GNcUCgNz,209354,4,Divination
0.593,0.967,0,-5.476,0,0.0422,0.00683,0,0.122,0.449,130.016,audio_features,7vgVIQI66uo044H6W379ah,spotify:track:7vgVIQI66uo044H6W379ah,https://api.spotify.com/v1/tracks/7vgVIQI66uo044H6W379ah,https://api.spotify.com/v1/audio-analysis/7vgVIQI66uo044H6W379ah,207776,4,Borrowed & Blue
0.397,0.966,7,-4.653,0,0.144,0.00956,0,0.571,0.103,169.574,audio_features,2rZOHJA1hBXerpoEwj8H6U,spotify:track:2rZOHJA1hBXerpoEwj8H6U,https://api.spotify.com/v1/tracks/2rZOHJA1hBXerpoEwj8H6U,https://api.spotify.com/v1/audio-analysis/2rZOHJA1hBXerpoEwj8H6U,158930,3,Penance
0.593,0.955,10,-5.433,1,0.0857,0.0132,0,0.0712,0.306,145.026,audio_features,6i3u41qQuE2958RlVmAxp0,spotify:track:6i3u41qQuE2958RlVmAxp0,https://api.spotify.com/v1/tracks/6i3u41qQuE2958RlVmAxp0,https://api.spotify.com/v1/audio-analysis/6i3u41qQuE2958RlVmAxp0,188972,4,Remorse
