"","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","track_name"
"163",0.675,0.734,7,-8.659,1,0.0265,0.38,0.895,0.141,0.533,101.998,"audio_features","2ncLdwTd8qzkxiJjlbiOgC","spotify:track:2ncLdwTd8qzkxiJjlbiOgC","https://api.spotify.com/v1/tracks/2ncLdwTd8qzkxiJjlbiOgC","https://api.spotify.com/v1/audio-analysis/2ncLdwTd8qzkxiJjlbiOgC",294213,4,"Mr. Rager"
"164",0.448,0.655,2,-7.533,0,0.054,0.283,0,0.0904,0.932,165.352,"audio_features","6XoJk9jjxCltYS0y7Y6fEU","spotify:track:6XoJk9jjxCltYS0y7Y6fEU","https://api.spotify.com/v1/tracks/6XoJk9jjxCltYS0y7Y6fEU","https://api.spotify.com/v1/audio-analysis/6XoJk9jjxCltYS0y7Y6fEU",199760,4,"Son de Amores"
"165",0.877,0.529,0,-6.235,0,0.0461,0.479,0.00159,0.094,0.422,104.984,"audio_features","6RbH4isVKIOg1OY1HvRqFc","spotify:track:6RbH4isVKIOg1OY1HvRqFc","https://api.spotify.com/v1/tracks/6RbH4isVKIOg1OY1HvRqFc","https://api.spotify.com/v1/audio-analysis/6RbH4isVKIOg1OY1HvRqFc",281120,4,"LOYAL (feat. Drake and Bad Bunny) - Remix"
"166",0.596,0.575,11,-8.325,0,0.0514,0.0861,0.000153,0.334,0.34,98.265,"audio_features","3jHdKaLCkuNEkWcLVmQPCX","spotify:track:3jHdKaLCkuNEkWcLVmQPCX","https://api.spotify.com/v1/tracks/3jHdKaLCkuNEkWcLVmQPCX","https://api.spotify.com/v1/audio-analysis/3jHdKaLCkuNEkWcLVmQPCX",127921,3,"BEST INTEREST"
"167",0.654,0.548,1,-11.323,1,0.0327,0.567,0.0844,0.107,0.821,149.998,"audio_features","7DxxXZri7IakXGz7IY2lgk","spotify:track:7DxxXZri7IakXGz7IY2lgk","https://api.spotify.com/v1/tracks/7DxxXZri7IakXGz7IY2lgk","https://api.spotify.com/v1/audio-analysis/7DxxXZri7IakXGz7IY2lgk",155362,4,"Memorias de Plástico"
"168",0.675,0.16,0,-11.667,1,0.0586,0.985,0.00688,0.164,0.247,69.754,"audio_features","2TzkIzgzIHhewMxyh1u4hh","spotify:track:2TzkIzgzIHhewMxyh1u4hh","https://api.spotify.com/v1/tracks/2TzkIzgzIHhewMxyh1u4hh","https://api.spotify.com/v1/audio-analysis/2TzkIzgzIHhewMxyh1u4hh",179094,4,"Vámonos a Marte"
"169",0.762,0.545,2,-9.221,1,0.145,0.211,5.78e-06,0.122,0.039,93.629,"audio_features","4LLHvfvE21JQFD9ZKVCbd0","spotify:track:4LLHvfvE21JQFD9ZKVCbd0","https://api.spotify.com/v1/tracks/4LLHvfvE21JQFD9ZKVCbd0","https://api.spotify.com/v1/audio-analysis/4LLHvfvE21JQFD9ZKVCbd0",288157,4,"Lost"
"170",0.589,0.479,2,-8.146,1,0.0278,0.485,0,0.077,0.736,136.567,"audio_features","1rEdvfLrkCB4RqxI8D6ZNR","spotify:track:1rEdvfLrkCB4RqxI8D6ZNR","https://api.spotify.com/v1/tracks/1rEdvfLrkCB4RqxI8D6ZNR","https://api.spotify.com/v1/audio-analysis/1rEdvfLrkCB4RqxI8D6ZNR",272920,3,"Aliado Del Tiempo"
"171",0.558,0.66,1,-3.014,1,0.0311,0.274,0.000105,0.137,0.604,102.143,"audio_features","7GV9iziCj6kx0noYOtrI6O","spotify:track:7GV9iziCj6kx0noYOtrI6O","https://api.spotify.com/v1/tracks/7GV9iziCj6kx0noYOtrI6O","https://api.spotify.com/v1/audio-analysis/7GV9iziCj6kx0noYOtrI6O",212493,3,"Me Canse De Morir Por Tu Amor"
"172",0.558,0.328,0,-7.846,0,0.0478,0.645,0,0.0704,0.547,141.214,"audio_features","3JA5Q0vCNxK7b3ZLXQD0eT","spotify:track:3JA5Q0vCNxK7b3ZLXQD0eT","https://api.spotify.com/v1/tracks/3JA5Q0vCNxK7b3ZLXQD0eT","https://api.spotify.com/v1/audio-analysis/3JA5Q0vCNxK7b3ZLXQD0eT",194427,4,"Y Sigues Siendo Tú"
"173",0.915,0.365,8,-7.388,1,0.0469,0.15,0.00021,0.045,0.966,110.038,"audio_features","771uWh7jUoy5UV6VPxsCXK","spotify:track:771uWh7jUoy5UV6VPxsCXK","https://api.spotify.com/v1/tracks/771uWh7jUoy5UV6VPxsCXK","https://api.spotify.com/v1/audio-analysis/771uWh7jUoy5UV6VPxsCXK",168640,4,"Playa Sola"
"174",0.825,0.678,4,-5.401,1,0.0461,0.519,0,0.115,0.43,134.12,"audio_features","3kEsMLO3qUUwiXeCndsMIb","spotify:track:3kEsMLO3qUUwiXeCndsMIb","https://api.spotify.com/v1/tracks/3kEsMLO3qUUwiXeCndsMIb","https://api.spotify.com/v1/audio-analysis/3kEsMLO3qUUwiXeCndsMIb",201264,4,"Bossa No Sé (feat. Jean Carter)"
"175",0.672,0.406,5,-8.361,1,0.0382,0.671,0.000258,0.308,0.909,155.722,"audio_features","43UQAAZQB9eVlZhdz5pnt1","spotify:track:43UQAAZQB9eVlZhdz5pnt1","https://api.spotify.com/v1/tracks/43UQAAZQB9eVlZhdz5pnt1","https://api.spotify.com/v1/audio-analysis/43UQAAZQB9eVlZhdz5pnt1",173664,4,"Me Estoy Enamorando - en Vivo"
"176",0.574,0.53,10,-4.528,1,0.0676,0.694,0,0.212,0.971,116.617,"audio_features","0IgMqPXpAcZyyMH22mtnfj","spotify:track:0IgMqPXpAcZyyMH22mtnfj","https://api.spotify.com/v1/tracks/0IgMqPXpAcZyyMH22mtnfj","https://api.spotify.com/v1/audio-analysis/0IgMqPXpAcZyyMH22mtnfj",154413,4,"De Este Lado - En Vivo Desde Culiacán, Sinaloa"
"177",0.815,0.614,9,-3.934,1,0.0384,0.634,0,0.333,0.969,115.003,"audio_features","69xpoST4Jxkb11isdVcxpC","spotify:track:69xpoST4Jxkb11isdVcxpC","https://api.spotify.com/v1/tracks/69xpoST4Jxkb11isdVcxpC","https://api.spotify.com/v1/audio-analysis/69xpoST4Jxkb11isdVcxpC",175853,3,"Se Cae La Corona"
"178",0.793,0.723,8,-3.488,1,0.0656,0.416,7.88e-06,0.0736,0.973,124.923,"audio_features","7LPhwifzeiFDf3FxqlPviX","spotify:track:7LPhwifzeiFDf3FxqlPviX","https://api.spotify.com/v1/tracks/7LPhwifzeiFDf3FxqlPviX","https://api.spotify.com/v1/audio-analysis/7LPhwifzeiFDf3FxqlPviX",192091,3,"No Mencionan"
"179",0.839,0.658,0,-3.238,1,0.0337,0.63,2.04e-06,0.309,0.97,123.44,"audio_features","0G7T9fJJ6nWqT8cdPTnGZp","spotify:track:0G7T9fJJ6nWqT8cdPTnGZp","https://api.spotify.com/v1/tracks/0G7T9fJJ6nWqT8cdPTnGZp","https://api.spotify.com/v1/audio-analysis/0G7T9fJJ6nWqT8cdPTnGZp",183427,3,"Gracias"
"180",0.505,0.276,4,-12.784,1,0.0343,0.756,0.000508,0.369,0.596,103.056,"audio_features","3sgf3LgcrNoqOB1jm7PIP0","spotify:track:3sgf3LgcrNoqOB1jm7PIP0","https://api.spotify.com/v1/tracks/3sgf3LgcrNoqOB1jm7PIP0","https://api.spotify.com/v1/audio-analysis/3sgf3LgcrNoqOB1jm7PIP0",225000,3,"El Dueño De Tu Amor"
"181",0.613,0.576,9,-5.431,0,0.0369,0.325,0,0.355,0.841,96.254,"audio_features","317vHXvCtvtAJIEbBJIuys","spotify:track:317vHXvCtvtAJIEbBJIuys","https://api.spotify.com/v1/tracks/317vHXvCtvtAJIEbBJIuys","https://api.spotify.com/v1/audio-analysis/317vHXvCtvtAJIEbBJIuys",175032,3,"Acá en Guanajuato"
"182",0.858,0.634,0,-4.058,1,0.0286,0.518,0,0.236,0.909,110.03,"audio_features","2LJRoFOtMGLnSxJqlJuhge","spotify:track:2LJRoFOtMGLnSxJqlJuhge","https://api.spotify.com/v1/tracks/2LJRoFOtMGLnSxJqlJuhge","https://api.spotify.com/v1/audio-analysis/2LJRoFOtMGLnSxJqlJuhge",164360,3,"Tranquilito"
"183",0.708,0.547,6,-7.24,1,0.0287,0.464,0,0.0871,0.93,134.103,"audio_features","7e4iDbRzgsHyyRWBd7WnFs","spotify:track:7e4iDbRzgsHyyRWBd7WnFs","https://api.spotify.com/v1/tracks/7e4iDbRzgsHyyRWBd7WnFs","https://api.spotify.com/v1/audio-analysis/7e4iDbRzgsHyyRWBd7WnFs",248895,4,"Te Quiero Decir"
"184",0.898,0.702,3,-3.69,1,0.0532,0.764,0.000267,0.167,0.977,108.11,"audio_features","16Im2QhKFPsK4mKOtcQ002","spotify:track:16Im2QhKFPsK4mKOtcQ002","https://api.spotify.com/v1/tracks/16Im2QhKFPsK4mKOtcQ002","https://api.spotify.com/v1/audio-analysis/16Im2QhKFPsK4mKOtcQ002",203213,4,"Paz en Este Amor"
"185",0.852,0.292,4,-6.724,1,0.048,0.632,1.11e-06,0.114,0.954,140.006,"audio_features","7eensGADN6jTkmrtPPFcBO","spotify:track:7eensGADN6jTkmrtPPFcBO","https://api.spotify.com/v1/tracks/7eensGADN6jTkmrtPPFcBO","https://api.spotify.com/v1/audio-analysis/7eensGADN6jTkmrtPPFcBO",194627,4,"Enhorabuena"
"186",0.822,0.601,5,-5.418,0,0.297,0.415,0,0.0797,0.872,96.123,"audio_features","45jM2fuCq0NHD9p7xn0ptd","spotify:track:45jM2fuCq0NHD9p7xn0ptd","https://api.spotify.com/v1/tracks/45jM2fuCq0NHD9p7xn0ptd","https://api.spotify.com/v1/audio-analysis/45jM2fuCq0NHD9p7xn0ptd",243700,4,"¿Cual Es Tu Plan?"
"187",0.771,0.796,10,-4.106,0,0.0798,0.0385,9.35e-06,0.218,0.636,87.985,"audio_features","1g2Z2lOrwayOzDqOc8EfbR","spotify:track:1g2Z2lOrwayOzDqOc8EfbR","https://api.spotify.com/v1/tracks/1g2Z2lOrwayOzDqOc8EfbR","https://api.spotify.com/v1/audio-analysis/1g2Z2lOrwayOzDqOc8EfbR",289907,4,"La Cartera"
"188",0.856,0.866,0,-3.494,1,0.159,0.228,0.00154,0.164,0.638,116.005,"audio_features","1Bqg4yFeVDJxchh6MjkGKy","spotify:track:1Bqg4yFeVDJxchh6MjkGKy","https://api.spotify.com/v1/tracks/1Bqg4yFeVDJxchh6MjkGKy","https://api.spotify.com/v1/audio-analysis/1Bqg4yFeVDJxchh6MjkGKy",192001,4,"Chambea"
"189",0.639,0.791,10,-4.443,0,0.253,0.0275,0,0.362,0.939,92.603,"audio_features","25ZAibhr3bdlMCLmubZDVt","spotify:track:25ZAibhr3bdlMCLmubZDVt","https://api.spotify.com/v1/tracks/25ZAibhr3bdlMCLmubZDVt","https://api.spotify.com/v1/audio-analysis/25ZAibhr3bdlMCLmubZDVt",222347,4,"QUE PRETENDES"
"190",0.735,0.735,2,-4.322,1,0.0458,0.145,6.83e-06,0.057,0.979,150.297,"audio_features","35iVqFnqmcqbIckOYoFnrn","spotify:track:35iVqFnqmcqbIckOYoFnrn","https://api.spotify.com/v1/tracks/35iVqFnqmcqbIckOYoFnrn","https://api.spotify.com/v1/audio-analysis/35iVqFnqmcqbIckOYoFnrn",155987,4,"Jambalaya"
"191",0.793,0.771,5,-3.417,1,0.0959,0.0337,1.51e-06,0.284,0.835,171.943,"audio_features","35UUpTmrcFXNIVIN26ujXl","spotify:track:35UUpTmrcFXNIVIN26ujXl","https://api.spotify.com/v1/tracks/35UUpTmrcFXNIVIN26ujXl","https://api.spotify.com/v1/audio-analysis/35UUpTmrcFXNIVIN26ujXl",247308,4,"Relación - Remix"
"192",0.815,0.715,4,-4.65,0,0.207,0.3,4.83e-06,0.091,0.786,176.007,"audio_features","1mohfLaTJtB2RplHLQVM70","spotify:track:1mohfLaTJtB2RplHLQVM70","https://api.spotify.com/v1/tracks/1mohfLaTJtB2RplHLQVM70","https://api.spotify.com/v1/audio-analysis/1mohfLaTJtB2RplHLQVM70",345241,4,"La Jeepeta - Remix"
"193",0.274,0.171,0,-16.847,1,0.0326,0.456,0.0024,0.808,0.407,177.081,"audio_features","2TC4v9YiuQYk3Tk8RH7fV4","spotify:track:2TC4v9YiuQYk3Tk8RH7fV4","https://api.spotify.com/v1/tracks/2TC4v9YiuQYk3Tk8RH7fV4","https://api.spotify.com/v1/audio-analysis/2TC4v9YiuQYk3Tk8RH7fV4",409467,4,"Amor Eterno"
"194",0.729,0.56,1,-4.813,1,0.0296,0.489,0,0.213,0.928,107.984,"audio_features","27PgKTLK5fZovvx4qR43MS","spotify:track:27PgKTLK5fZovvx4qR43MS","https://api.spotify.com/v1/tracks/27PgKTLK5fZovvx4qR43MS","https://api.spotify.com/v1/audio-analysis/27PgKTLK5fZovvx4qR43MS",163067,4,"Creo Estar Sonañdo"
"195",0.719,0.577,5,-5.326,1,0.0909,0.416,0,0.0972,0.861,78.77,"audio_features","53PoPAD389bBE4ePYuT95g","spotify:track:53PoPAD389bBE4ePYuT95g","https://api.spotify.com/v1/tracks/53PoPAD389bBE4ePYuT95g","https://api.spotify.com/v1/audio-analysis/53PoPAD389bBE4ePYuT95g",191995,4,"El Envidioso"
"196",0.741,0.61,6,-7.34,0,0.0511,0.316,0,0.534,0.72,125.99,"audio_features","2pg2TiYo9Rb8KeB5JjP7jS","spotify:track:2pg2TiYo9Rb8KeB5JjP7jS","https://api.spotify.com/v1/tracks/2pg2TiYo9Rb8KeB5JjP7jS","https://api.spotify.com/v1/audio-analysis/2pg2TiYo9Rb8KeB5JjP7jS",276960,4,"Sativa"
"197",0.666,0.817,9,-5.754,0,0.0369,0.237,0,0.266,0.378,94.997,"audio_features","0I0o9LdUckzfXcxjWy1vlo","spotify:track:0I0o9LdUckzfXcxjWy1vlo","https://api.spotify.com/v1/tracks/0I0o9LdUckzfXcxjWy1vlo","https://api.spotify.com/v1/audio-analysis/0I0o9LdUckzfXcxjWy1vlo",242480,4,"Perdóname"
"198",0.734,0.676,10,-0.007,1,0.047,0.314,0,0.0646,0.774,146.181,"audio_features","7j9iuJvGg8Ve2O20CO8Oho","spotify:track:7j9iuJvGg8Ve2O20CO8Oho","https://api.spotify.com/v1/tracks/7j9iuJvGg8Ve2O20CO8Oho","https://api.spotify.com/v1/audio-analysis/7j9iuJvGg8Ve2O20CO8Oho",220587,3,"Dueño de Ti"
"199",0.78,0.759,1,-3.292,1,0.225,0.462,0.000868,0.143,0.579,91.952,"audio_features","7BlBVFwvbWvcwNcUarQmjk","spotify:track:7BlBVFwvbWvcwNcUarQmjk","https://api.spotify.com/v1/tracks/7BlBVFwvbWvcwNcUarQmjk","https://api.spotify.com/v1/audio-analysis/7BlBVFwvbWvcwNcUarQmjk",201040,4,"Yo x Ti, Tu x Mi"
"200",0.531,0.337,8,-7.529,1,0.0933,0.687,0,0.135,0.768,78.14,"audio_features","7ary2rzY8YOGbopc654WeQ","spotify:track:7ary2rzY8YOGbopc654WeQ","https://api.spotify.com/v1/tracks/7ary2rzY8YOGbopc654WeQ","https://api.spotify.com/v1/audio-analysis/7ary2rzY8YOGbopc654WeQ",207125,3,"Si Soy Yo (El Tóxico)"
